S.No,Lead first name,Lead last name,Lead ID,Lead Source,Campaign name,Campaign ID,Lead Created Date,UCIC,Mobile Number,Alternate Mobile,Email ID,Date of Birth,PAN,PAN Attachment,City,District,State,Pincode,Country,Portfolio,Product,Offer Amount,Offer Valid Till,Assigned To,Branch,Region,Zone,Lead Status,Reason Code,Reason,Next Follow-up Date,LAN No.,Status Updated On,Duplicate Flag,Last Modified By,Last Modified On,Occupation,Employment Type,First Response (hrs),SLA Breached
1271,Rakesh,Jena,AFL-RET-001271,Website,Shiksha Education MAY26,CMP-2026-0026,2026-05-30 14:00:00,,6910727979,,rakesh.jena@hotmail.com,1981-08-03,,,Bhubaneswar,Khordha,Odisha,751010,India,Retail Personal Loans,Education Loan,925000,2026-07-29,Rakesh Deka,Bhubaneswar — Saheed Nagar,East India Region,East Zone,Not interested,NI-05,Processing fee not acceptable,,,2026-06-04 12:30:00,No,Rakesh Deka,2026-06-04 12:30:00,Salaried — Government / PSU,Salaried,0.5,No
1272,Ashwini,Trivedi,AFL-RET-001272,Website,Property Power JUN26,CMP-2026-0029,2026-06-10 17:37:00,,7375337731,,ashwini.trivedi@rediffmail.com,1987-02-22,,,Mumbai,Mumbai,Maharashtra,400001,India,Professional Loans,CA / Professional Loan,2000000,2026-08-09,Rutuja Pawar,Mumbai — Fort,Maharashtra Region,West Zone,Not interested,NI-03,Only enquiring — no current need,,,2026-06-14 10:01:00,No,Rutuja Pawar,2026-06-14 10:01:00,Business Owner,Self-Employed,0.2,No
1273,Abirami,Rajan,AFL-RET-001273,Social media,Gold Utsav APR26,CMP-2026-0024,2026-04-05 17:31:00,,6899194383,,abirami.rajan@gmail.com,1990-09-17,UESPJ4356Y,PAN_Abirami_Rajan.pdf,Chennai,Chennai,Tamil Nadu,600033,India,Gold & Secured Loans,Gold Loan,200000,2026-06-04,Saravanan Rajan,Chennai — T Nagar,Tamil Nadu Region,South Zone,Rejected,REJ-06,Documentation — unable to provide,,,2026-04-17 13:46:00,No,Saravanan Rajan,2026-04-17 13:46:00,Salaried — MNC,Salaried,,No
1274,Abhijit,Roy,AFL-RET-001274,Social media,Shubh Vivah JAN26,CMP-2026-0012,2026-01-09 16:58:00,,7858824266,8461440523,abhijit.roy@rediffmail.com,1972-05-22,RLZPR5208G,PAN_Abhijit_Roy.pdf,Kolkata,Kolkata,West Bengal,700091,India,Retail Personal Loans,Marriage Loan,300000,2026-02-08,Tanmoy Chakraborty,Kolkata — Salt Lake,West Bengal Region,East Zone,Disbursed,,,,AFLRET26000288,2026-02-05 13:13:00,No,Tanmoy Chakraborty,2026-02-05 13:13:00,Salaried — MNC,Salaried,0.2,No
1275,Parth,Kulkarni,AFL-RET-001275,Website,Swasthya Care JUL26,CMP-2026-0032,2026-07-03 20:31:00,360175597,8580940110,,parth.kulkarni14@yahoo.com,1979-03-01,,,Mumbai,Mumbai Suburban,Maharashtra,400053,India,Retail Personal Loans,Medical Emergency Loan,550000,2026-08-02,Jayesh Chavan,Mumbai — Bandra,Maharashtra Region,West Zone,Rejected,REJ-08,Employer / company not approved,,,2026-07-05 11:24:00,No,Jayesh Chavan,2026-07-05 11:24:00,Salaried — Government / PSU,Salaried,,No
1276,Kunal,Thakkar,AFL-RET-001276,Social media,Vyapar Vriddhi JAN26,CMP-2026-0013,2026-01-03 13:18:00,,6185415516,,kunal.thakkar@outlook.com,1994-05-20,,,Mumbai,Mumbai,Maharashtra,400001,India,Business & MSME Loans,Working Capital Loan,1700000,2026-02-02,Rutuja Pawar,Mumbai — Fort,Maharashtra Region,West Zone,Not reachable,NR-02,Invalid / wrong number,,,2026-01-04 13:48:00,No,Rutuja Pawar,2026-01-04 13:48:00,Self-Employed Professional,Self-Employed,0.5,No
1277,Hetal,Shinde,AFL-RET-001277,Landing page,Balance Transfer Bonanza JUN26,CMP-2026-0030,2026-06-22 14:44:00,,9902582138,,hetal.shinde72@gmail.com,1991-04-21,,,Ahmedabad,Ahmedabad,Gujarat,380061,India,Retail Home Loans,Home Loan Balance Transfer,16000000,2026-07-22,Parth Joshi,Ahmedabad — Satellite,Gujarat Region,West Zone,Rejected,REJ-05,OGL — outside the geo location,,,2026-07-05 10:14:00,No,Parth Joshi,2026-07-05 10:14:00,Self-Employed Non-Professional,Self-Employed,,No
1278,Omkar,Thakkar,AFL-RET-001278,Social media,Shubh Vivah DEC25,CMP-2025-0011,2025-12-05 14:18:00,500905090,6636697205,7724897821,omkar.thakkar97@gmail.com,1983-10-01,TZPPN4391Y,PAN_Omkar_Thakkar.pdf,Mumbai,Mumbai Suburban,Maharashtra,400061,India,Retail Personal Loans,Kushal Personal Loan,135000,2026-02-03,Bhavesh Patil,Mumbai — Andheri,Maharashtra Region,West Zone,Sanctioned,,,,AFLRET25000289,2025-12-15 10:46:00,No,Bhavesh Patil,2025-12-15 10:46:00,Salaried — Private Sector,Salaried,5.6,Yes
1279,Tanvi,Bhatt,AFL-RET-001279,Website,Professional Edge AUG26,CMP-2026-0036,2026-08-31 09:05:00,974461519,8984643953,6608038212,,1980-12-24,,,Nashik,Nashik,Maharashtra,422011,India,Retail Personal Loans,Diwali Special Loan,250000,2026-09-30,Tanvi Mehta,Nashik — College Road,Maharashtra Region,West Zone,Rejected,REJ-05,OGL — outside the geo location,,,2026-09-02 11:43:00,No,Tanvi Mehta,2026-09-02 11:43:00,Self-Employed Non-Professional,Self-Employed,,No
1280,Vaishnavi,Doshi,AFL-RET-001280,Social media,Gold Utsav APR26,CMP-2026-0024,2026-04-22 11:37:00,,7871445108,,vaishnavi.doshi@outlook.com,1979-08-18,SGSPH2278A,PAN_Vaishnavi_Doshi.pdf,Pune,Pune,Maharashtra,411061,India,Gold & Secured Loans,Gold Loan,1100000,2026-06-06,Sneha Parikh,Pune — Wakad,Maharashtra Region,West Zone,Not interested,NI-07,Tenure offered not suitable,,,2026-04-28 10:58:00,No,Sneha Parikh,2026-04-28 10:58:00,Salaried — Government / PSU,Salaried,10,Yes
1281,Aruna,Achari,AFL-RET-001281,Landing page,Shubh Vivah DEC25,CMP-2025-0011,2025-12-04 13:31:00,,8417738061,6552004755,aruna.achari@hotmail.com,1971-11-20,,,Vijayawada,Krishna,Andhra Pradesh,520001,India,Retail Home Loans,Home Loan Balance Transfer,14000000,2026-02-02,Sirisha Chowdary,Vijayawada — MG Road,Kerala & AP Region,South Zone,Not interested,NI-01,Rate of interest too high,,,2025-12-08 11:49:00,No,Sirisha Chowdary,2025-12-08 11:49:00,Salaried — Government / PSU,Salaried,0.2,No
1282,Nisha,Shah,AFL-RET-001282,Website,Property Power JUN26,CMP-2026-0029,2026-06-01 12:37:00,,9617728813,8424007100,nisha.shah@yahoo.com,2002-09-20,,,Pune,Pune,Maharashtra,411027,India,Loan Against Property,MLAP (Shakti),925000,2026-07-01,Sneha Parikh,Pune — Wakad,Maharashtra Region,West Zone,Rejected,REJ-03,Policy restriction,,,2026-06-02 16:52:00,No,Sneha Parikh,2026-06-02 16:52:00,Self-Employed Non-Professional,Self-Employed,,No
1283,Paromita,Dutta,AFL-RET-001283,PQ Campaign,Vyapar Vriddhi FEB26,CMP-2026-0016,2026-02-07 20:58:00,508533313,8442195241,,paromita.dutta81@hotmail.com,1976-07-02,YWGPA5723G,PAN_Paromita_Dutta.pdf,Kolkata,Kolkata,West Bengal,700064,India,Business & MSME Loans,MSME Growth Loan,1700000,2026-03-09,Paromita Majumdar,Kolkata — Salt Lake,West Bengal Region,East Zone,Disbursed,,,,AFLRET26000290,2026-03-02 18:06:00,No,Paromita Majumdar,2026-03-02 18:06:00,Business Owner,Self-Employed,0.2,No
1284,Divya,Kulkarni,AFL-RET-001284,Landing page,Ghar Ka Sapna NOV25,CMP-2025-0008,2025-11-18 12:05:00,,7105449923,6427214208,divya.kulkarni10@rediffmail.com,1997-02-12,XRCPT7887Q,PAN_Divya_Kulkarni.pdf,Mysuru,Mysuru,Karnataka,570011,India,Vehicle & Consumer Loans,Used Car Loan,2000000,2026-01-17,Deepa Nair,Mysuru — Saraswathipuram,Karnataka Region,South Zone,Login Initiated,,,,,2025-11-22 10:19:00,No,Deepa Nair,2025-11-22 10:19:00,Salaried — MNC,Salaried,6.8,Yes
1285,Payal,Parikh,AFL-RET-001285,Website,Gold Utsav APR26,CMP-2026-0024,2026-04-28 09:18:00,913574724,8800448380,,,1988-12-01,RMGPS7655P,PAN_Payal_Parikh.pdf,Pune,Pune,Maharashtra,411061,India,Retail Personal Loans,Marriage Loan,225000,2026-06-27,Sagar Vora,Pune — Wakad,Maharashtra Region,West Zone,Disbursed,,,,AFLRET26000291,2026-05-15 09:57:00,No,Sagar Vora,2026-05-15 09:57:00,Self-Employed Non-Professional,Self-Employed,0.9,No
1286,Hariharan,Murugan,AFL-RET-001286,Website,Balance Transfer Bonanza JUN26,CMP-2026-0030,2026-06-14 11:31:00,,8332969670,9665801823,hariharan.murugan26@rediffmail.com,1989-02-01,MUGPZ6009J,PAN_Hariharan_Murugan.pdf,Chennai,Chennai,Tamil Nadu,600017,India,Retail Home Loans,Home Loan Balance Transfer,23000000,2026-08-13,Hariharan Krishnan,Chennai — T Nagar,Tamil Nadu Region,South Zone,Disbursed,,,,AFLRET26000292,2026-07-13 10:03:00,No,Hariharan Krishnan,2026-07-13 10:03:00,Salaried — Government / PSU,Salaried,0.2,No
1287,Venkat,Gupta,AFL-RET-001287,Landing page,Shiksha Education JUL26,CMP-2026-0031,2026-07-11 14:12:00,993599409,7658577407,,venkat.gupta65@gmail.com,1977-03-03,,,Hyderabad,Rangareddy,Telangana,500049,India,Retail Home Loans,Plot + Construction Loan,7500000,2026-08-10,Mahesh Varma,Hyderabad — Gachibowli,Telangana Region,South Zone,Not interested,NI-04,Requirement postponed,,,2026-07-12 14:30:00,No,Mahesh Varma,2026-07-12 14:30:00,Self-Employed Non-Professional,Self-Employed,0.2,No
1288,Swapna,Prasad,AFL-RET-001288,Social media,Vyapar Vriddhi MAR26,CMP-2026-0020,2026-03-03 18:51:00,,7423025863,,swapna.prasad@yahoo.com,1996-12-01,,,Vijayawada,Krishna,Andhra Pradesh,520010,India,Business & MSME Loans,Working Capital Loan,9500000,2026-04-02,Sirisha Chowdary,Vijayawada — MG Road,Kerala & AP Region,South Zone,Not interested,NI-06,Family / spouse declined,,,2026-03-08 14:12:00,No,Sirisha Chowdary,2026-03-08 14:12:00,Self-Employed Professional,Self-Employed,0.3,No
1289,Chetan,Rai,AFL-RET-001289,Website,Property Power APR26,CMP-2026-0023,2026-04-11 20:00:00,,6306977570,,chetan.rai14@gmail.com,1969-10-01,,,Bengaluru,Bengaluru Urban,Karnataka,560095,India,Loan Against Property,MLAP (Shakti),4900000,2026-05-11,Manoj Nair,Bengaluru — Koramangala,Karnataka Region,South Zone,Rejected,REJ-01,Credit / bureau issue (CIBIL below cut-off),,,2026-04-21 11:37:00,No,Manoj Nair,2026-04-21 11:37:00,Business Owner,Self-Employed,,No
1290,Kalyani,Thakkar,AFL-RET-001290,Landing page,Shubh Vivah DEC25,CMP-2025-0011,2025-12-10 13:58:00,,7390302505,,kalyani.thakkar2@gmail.com,1985-04-09,NMAPS5046F,PAN_Kalyani_Thakkar.pdf,Mumbai,Mumbai,Maharashtra,400020,India,Business & MSME Loans,MSME Growth Loan,2000000,2026-02-08,Rutuja Pawar,Mumbai — Fort,Maharashtra Region,West Zone,Sanctioned,,,,AFLRET25000293,2025-12-20 12:58:00,No,Rutuja Pawar,2025-12-20 12:58:00,Self-Employed Professional,Self-Employed,4,Yes
1291,Trupti,Amin,AFL-RET-001291,Landing page,Shiksha Education MAY26,CMP-2026-0026,2026-05-27 09:23:00,892076732,7671889604,8964493972,trupti.amin@hotmail.com,1995-07-21,,,Pune,Pune,Maharashtra,411061,India,Retail Home Loans,Plot + Construction Loan,7500000,2026-07-26,Sagar Vora,Pune — Wakad,Maharashtra Region,West Zone,Rejected,REJ-10,Technical valuation below expectation,,,2026-06-03 18:38:00,No,Sagar Vora,2026-06-03 18:38:00,Business Owner,Self-Employed,,No
1292,Aruna,Achari,AFL-RET-001292,Website,Shubh Vivah NOV25,CMP-2025-0007,2025-11-18 13:44:00,176257679,6659227006,,aruna.achari@outlook.com,1989-12-06,,,Visakhapatnam,Visakhapatnam,Andhra Pradesh,530013,India,Retail Personal Loans,Medical Emergency Loan,350000,2025-12-18,Chandra Naidu,Vizag — Dwaraka Nagar,Kerala & AP Region,South Zone,Rejected,REJ-07,Existing obligations too high (FOIR),,,2025-11-29 12:59:00,No,Chandra Naidu,2025-11-29 12:59:00,Homemaker,Self-Employed,,No
1293,Sudeshna,Ghosh,AFL-RET-001293,PQ Campaign,Balance Transfer Bonanza JUL26,CMP-2026-0033,2026-07-09 09:05:00,427425011,6978635096,9882114607,sudeshna.ghosh1@gmail.com,1987-10-20,,,Kolkata,Kolkata,West Bengal,700020,India,Business & MSME Loans,Machinery Purchase Loan,17500000,2026-08-23,Debolina Banerjee,Kolkata — Park Street,West Bengal Region,East Zone,Rejected,REJ-07,Existing obligations too high (FOIR),,,2026-07-19 11:23:00,No,Debolina Banerjee,2026-07-19 11:23:00,Self-Employed Professional,Self-Employed,,No
1294,Prashanth,Rao,AFL-RET-001294,Website,Shubh Vivah JAN26,CMP-2026-0012,2026-01-18 10:05:00,,9964462287,9868074799,prashanth.rao@outlook.com,1996-08-26,CESPC9385P,PAN_Prashanth_Rao.pdf,Bengaluru,Bengaluru Urban,Karnataka,560071,India,Loan Against Property,MLAP (Shakti),3200000,2026-03-19,Vinay Nair,Bengaluru — Koramangala,Karnataka Region,South Zone,Rejected,REJ-12,GST / ITR not available,,,2026-01-28 11:20:00,No,Vinay Nair,2026-01-28 11:20:00,Business Owner,Self-Employed,,No
1295,Bhavesh,Sawant,AFL-RET-001295,Website,Shubh Vivah DEC25,CMP-2025-0011,2025-12-27 13:12:00,884899135,8241422307,,bhavesh.sawant79@hotmail.com,1977-03-09,,,Pune,Pune,Maharashtra,411027,India,Retail Home Loans,Plot + Construction Loan,2400000,2026-02-25,Sagar Vora,Pune — Wakad,Maharashtra Region,West Zone,Not interested,NI-03,Only enquiring — no current need,,,2025-12-31 15:42:00,No,Sagar Vora,2025-12-31 15:42:00,Salaried — Government / PSU,Salaried,1.5,No
1296,Yash,Modi,AFL-RET-001296,Landing page,Gold Utsav APR26,CMP-2026-0024,2026-04-22 19:44:00,514645393,9891396370,,yash.modi@gmail.com,2003-09-23,,,Mumbai,Mumbai Suburban,Maharashtra,400051,India,Gold & Secured Loans,Gold Loan,165000,2026-06-06,Shreya Desai,Mumbai — Bandra,Maharashtra Region,West Zone,Rejected,REJ-11,Business vintage below minimum,,,2026-05-03 09:44:00,No,Shreya Desai,2026-05-03 09:44:00,Salaried — Government / PSU,Salaried,,No
1297,Trupti,Parikh,AFL-RET-001297,Website,Property Power MAY26,CMP-2026-0027,2026-05-24 18:12:00,,6284526754,,trupti.parikh24@gmail.com,1972-05-13,,,Pune,Pune,Maharashtra,411030,India,Retail Personal Loans,Diwali Special Loan,110000,2026-07-08,Parth Parikh,Pune — Shivajinagar,Maharashtra Region,West Zone,Rejected,REJ-11,Business vintage below minimum,,,2026-06-04 09:15:00,No,Parth Parikh,2026-06-04 09:15:00,Salaried — Private Sector,Salaried,,No
1298,Sourav,Sarkar,AFL-RET-001298,PQ Campaign,Vyapar Vriddhi JAN26,CMP-2026-0013,2026-01-18 15:37:00,635321540,8724550734,,sourav.sarkar@yahoo.com,1980-03-15,,,Kolkata,Kolkata,West Bengal,700105,India,Business & MSME Loans,Vyapar Business Loan,2900000,2026-03-04,Tanmoy Chakraborty,Kolkata — Salt Lake,West Bengal Region,East Zone,Not interested,NI-02,Already availed loan elsewhere,,,2026-01-22 11:55:00,No,Tanmoy Chakraborty,2026-01-22 11:55:00,Self-Employed Professional,Self-Employed,0.2,No
1299,Subhankar,Sarkar,AFL-RET-001299,Landing page,Balance Transfer Bonanza JUL26,CMP-2026-0033,2026-07-18 11:37:00,,7831688169,,subhankar.sarkar31@yahoo.com,1961-08-04,,,Kolkata,Kolkata,West Bengal,700016,India,Vehicle & Consumer Loans,Consumer Durable Loan,125000,2026-08-17,Debolina Banerjee,Kolkata — Park Street,West Bengal Region,East Zone,Follow-up,,,2026-09-08,,2026-07-20 11:42:00,No,Debolina Banerjee,2026-07-20 11:42:00,Retired / Pensioner,Salaried,0.2,No
1300,Jayesh,Pawar,AFL-RET-001300,Landing page,Vyapar Vriddhi JAN26,CMP-2026-0013,2026-01-30 14:18:00,,8911043199,,jayesh.pawar@gmail.com,1974-05-23,,,Pune,Pune,Maharashtra,411016,India,Business & MSME Loans,Working Capital Loan,14000000,2026-03-01,Nikhil Deshmukh,Pune — Shivajinagar,Maharashtra Region,West Zone,Rejected,REJ-03,Policy restriction,,,2026-02-06 10:48:00,No,Nikhil Deshmukh,2026-02-06 10:48:00,Self-Employed Non-Professional,Self-Employed,,No
1301,Padmaja,Raju,AFL-RET-001301,Website,Vyapar Vriddhi FEB26,CMP-2026-0016,2026-02-04 19:05:00,,6749950126,,padmaja.raju57@rediffmail.com,2001-10-18,LCKPH5678X,PAN_Padmaja_Raju.pdf,Warangal,Warangal,Telangana,506009,India,Retail Personal Loans,Medical Emergency Loan,170000,2026-04-05,Aruna Reddy,Warangal — Hanamkonda,Telangana Region,South Zone,Not interested,NI-04,Requirement postponed,,,2026-02-06 10:19:00,No,Aruna Reddy,2026-02-06 10:19:00,Salaried — MNC,Salaried,0.2,No
1302,Ashwin,Rajan,AFL-RET-001302,Website,Professional Edge AUG26,CMP-2026-0036,2026-08-16 17:23:00,,7690082749,6476216601,ashwin.rajan21@outlook.com,1987-10-05,DUMPF8738C,PAN_Ashwin_Rajan.pdf,Coimbatore,Coimbatore,Tamil Nadu,641045,India,Retail Home Loans,Disha Home Loan,2800000,2026-09-30,Muthu Krishnan,Coimbatore — RS Puram,Tamil Nadu Region,South Zone,Sanctioned,,,,AFLRET26000294,2026-09-05 10:52:00,No,Muthu Krishnan,2026-09-05 10:52:00,Business Owner,Self-Employed,4.8,Yes
1303,Abhijit,Roy,AFL-RET-001303,PQ Campaign,Grah Sajawat SEP26,CMP-2026-0040,2026-09-10 10:44:00,959530016,7195739555,,abhijit.roy40@yahoo.com,2003-04-08,,,Kolkata,Kolkata,West Bengal,700106,India,Loan Against Property,MLAP (Shakti),1300000,2026-11-09,Paromita Majumdar,Kolkata — Salt Lake,West Bengal Region,East Zone,New,,,,,2026-09-10 10:59:00,No,Paromita Majumdar,2026-09-10 10:59:00,Self-Employed Professional,Self-Employed,,No
1304,Kalyani,Shah,AFL-RET-001304,Website,Diwali Dhamaka NOV25,CMP-2025-0006,2025-11-17 10:05:00,,6860948546,9936880514,kalyani.shah68@hotmail.com,1996-01-24,NERPW1594Y,PAN_Kalyani_Shah.pdf,Mumbai,Mumbai Suburban,Maharashtra,400059,India,Retail Personal Loans,Diwali Special Loan,195000,2025-12-17,Bhavesh Patil,Mumbai — Andheri,Maharashtra Region,West Zone,Rejected,REJ-05,OGL — outside the geo location,,,2025-11-26 10:11:00,No,Bhavesh Patil,2025-11-26 10:11:00,Salaried — Private Sector,Salaried,,No
1305,Prakash,Jena,AFL-RET-001305,Landing page,Safar Travel MAR26,CMP-2026-0022,2026-03-04 17:23:00,869987058,7839763545,,prakash.jena@outlook.com,1988-02-14,,,Jorhat,Jorhat,Assam,785001,India,Gold & Secured Loans,Loan Against Securities,2800000,2026-05-03,UNALLOCATED,UNALLOCATED,UNALLOCATED,UNALLOCATED,New,,,,,2026-03-04 17:35:00,No,System,2026-03-04 17:35:00,Salaried — Private Sector,Salaried,,Yes
1306,Sandeep,Sethi,AFL-RET-001306,Landing page,Ghar Ka Sapna NOV25,CMP-2025-0008,2025-11-18 17:05:00,427758010,9743836389,,sandeep.sethi@gmail.com,1985-09-27,DJZPQ8182Z,PAN_Sandeep_Sethi.pdf,Jodhpur,Jodhpur,Rajasthan,342008,India,Retail Home Loans,Plot + Construction Loan,1500000,2026-01-17,Rohit Sharma,Jodhpur — Sardarpura,North India Region,North Zone,Disbursed,,,,AFLRET25000295,2025-12-05 16:22:00,No,Rohit Sharma,2025-12-05 16:22:00,Salaried — Government / PSU,Salaried,0.7,No
1307,Sunita,Singh,AFL-RET-001307,Social media,Safar Travel MAR26,CMP-2026-0022,2026-03-29 14:58:00,,6841369558,7653607597,sunita.singh@outlook.com,2003-08-03,,,Cuttack,Cuttack,Odisha,753008,India,Retail Personal Loans,Travel Loan,80000,2026-04-28,Prakash Saikia,Cuttack — Buxi Bazaar,East India Region,East Zone,Not interested,NI-04,Requirement postponed,,,2026-04-02 09:49:00,No,Prakash Saikia,2026-04-02 09:49:00,Salaried — MNC,Salaried,1.2,No
1308,Shalini,Chopra,AFL-RET-001308,Website,Shiksha Education AUG26,CMP-2026-0034,2026-08-27 17:00:00,,6129871822,9372240086,,1995-04-02,,,New Delhi,West Delhi,Delhi,110027,India,Business & MSME Loans,Machinery Purchase Loan,5500000,2026-10-26,Arjun Sethi,Delhi — Rajouri Garden,Delhi NCR Region,North Zone,Not interested,NI-03,Only enquiring — no current need,,,2026-09-01 11:18:00,No,Arjun Sethi,2026-09-01 11:18:00,Self-Employed Professional,Self-Employed,0.2,No
1309,Kiran,Shetty,AFL-RET-001309,Landing page,Safar Travel MAR26,CMP-2026-0022,2026-03-31 14:05:00,236190523,7428389988,9414001040,kiran.shetty@gmail.com,2000-07-12,DWQPC6228S,PAN_Kiran_Shetty.pdf,Bengaluru,Bengaluru Urban,Karnataka,560029,India,Retail Personal Loans,Travel Loan,75000,2026-04-30,Manoj Nair,Bengaluru — Koramangala,Karnataka Region,South Zone,Disbursed,,,,AFLRET26000296,2026-04-15 09:32:00,No,Manoj Nair,2026-04-15 09:32:00,Salaried — Government / PSU,Salaried,1.1,No
1310,Muthu,Sundaram,AFL-RET-001310,Social media,Diwali Dhamaka NOV25,CMP-2025-0006,2025-11-23 17:51:00,,8801427711,6544475879,muthu.sundaram@yahoo.com,1995-05-10,,,Chennai,Chennai,Tamil Nadu,600024,India,Vehicle & Consumer Loans,Two-Wheeler Loan,55000,2026-01-22,Hariharan Krishnan,Chennai — T Nagar,Tamil Nadu Region,South Zone,Rejected,REJ-09,Property title not clear,,,2025-12-04 11:10:00,No,Hariharan Krishnan,2025-12-04 11:10:00,Salaried — Private Sector,Salaried,,No
1311,Sailaja,Gupta,AFL-RET-001311,Website,Safar Travel OCT25,CMP-2025-0004,2025-10-19 12:51:00,112743627,6698608769,,sailaja.gupta62@gmail.com,1995-10-21,,,Visakhapatnam,Visakhapatnam,Andhra Pradesh,530020,India,Retail Personal Loans,Medical Emergency Loan,425000,2025-12-18,Chandra Naidu,Vizag — Dwaraka Nagar,Kerala & AP Region,South Zone,Not interested,NI-07,Tenure offered not suitable,,,2025-10-22 09:33:00,No,Chandra Naidu,2025-10-22 09:33:00,Salaried — Private Sector,Salaried,0.7,No
1312,Arun,Vaidyanathan,AFL-RET-001312,Landing page,Balance Transfer Bonanza JUN26,CMP-2026-0030,2026-06-30 19:37:00,,8930751956,6479715845,arun.vaidyanathan@gmail.com,1972-02-20,JFGPL8668T,PAN_Arun_Vaidyanathan.pdf,Chennai,Chennai,Tamil Nadu,600033,India,Loan Against Property,Lease Rental Discounting,12500000,2026-08-14,Hariharan Krishnan,Chennai — T Nagar,Tamil Nadu Region,South Zone,Not reachable,NR-03,No response after 3 attempts,,,2026-07-02 15:52:00,No,Hariharan Krishnan,2026-07-02 15:52:00,Self-Employed Professional,Self-Employed,3.8,Yes
1313,Naveen,Dua,AFL-RET-001313,Landing page,Vyapar Vriddhi MAR26,CMP-2026-0020,2026-03-31 15:18:00,,8790782090,,naveen.dua@rediffmail.com,1979-07-14,HEQPN7013H,PAN_Naveen_Dua.pdf,New Delhi,West Delhi,Delhi,110015,India,Business & MSME Loans,Working Capital Loan,7500000,2026-05-15,Nitin Mishra,Delhi — Rajouri Garden,Delhi NCR Region,North Zone,Login Initiated,,,,,2026-04-02 10:17:00,No,Nitin Mishra,2026-04-02 10:17:00,Self-Employed Non-Professional,Self-Employed,3,Yes
1314,Vignesh,Ganesan,AFL-RET-001314,Website,Shiksha Education JUN26,CMP-2026-0028,2026-06-29 17:05:00,,6562433437,,vignesh.ganesan71@gmail.com,2000-01-03,UEDPH1571G,PAN_Vignesh_Ganesan.pdf,Coimbatore,Coimbatore,Tamil Nadu,641018,India,Retail Personal Loans,Kushal Personal Loan,1100000,2026-08-28,Muthu Krishnan,Coimbatore — RS Puram,Tamil Nadu Region,South Zone,Rejected,REJ-01,Credit / bureau issue (CIBIL below cut-off),,,2026-07-02 10:42:00,No,Muthu Krishnan,2026-07-02 10:42:00,Salaried — MNC,Salaried,,No
1315,Paromita,Chatterjee,AFL-RET-001315,Landing page,Ghar Ka Sapna MAR26,CMP-2026-0019,2026-03-13 12:58:00,,9626209972,,paromita.chatterjee48@hotmail.com,1979-03-09,XSWPT4792E,PAN_Paromita_Chatterjee.pdf,Kolkata,Kolkata,West Bengal,700106,India,Retail Home Loans,Disha Home Loan,1000000,2026-04-27,Paromita Majumdar,Kolkata — Salt Lake,West Bengal Region,East Zone,Rejected,REJ-10,Technical valuation below expectation,,,2026-03-25 10:10:00,No,Paromita Majumdar,2026-03-25 10:10:00,Salaried — Private Sector,Salaried,,No
1316,Sumit,Goel,AFL-RET-001316,Landing page,Professional Edge AUG26,CMP-2026-0036,2026-08-19 15:12:00,506675422,7553737036,,sumit.goel20@hotmail.com,1967-11-21,SBFPW3600V,PAN_Sumit_Goel.pdf,New Delhi,South Delhi,Delhi,110019,India,Retail Home Loans,Home Loan Balance Transfer,4000000,2026-10-03,Rajat Chopra,Delhi — Saket,Delhi NCR Region,North Zone,Disbursed,,,,AFLRET26000297,2026-09-10 18:30:00,No,Rajat Chopra,2026-09-10 18:30:00,Retired / Pensioner,Salaried,0.2,No
